Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
42,Doctor,171547.24,14241.60333,2,3,7,4,Student Loan,11,4,3.16,4,Good,1042.68,41.05086378,26,No,533.8391838,344.0268929,High_spent_Large_value_payments,786.2942566,1
28,Architect,87232.86,7118.405,4,4,20,3,Mortgage Loan,29,8,12.84,4,Standard,1169.61,35.12076485,36,Yes,177.5291587,121.5557897,High_spent_Large_value_payments,652.7555517,0
26,Engineer,33208.95,3034.4125,7,6,17,5,Auto Loan,24,11,18.98,4,Standard,559.23,36.7613889,17,Yes,98.05708993,10000,Low_spent_Small_value_payments,355.4827209,0
41,Lawyer,7664.315,918.6929167,6,5,15,5,Student Loan,36,15,12.6,7,Poor,1294.45,39.69932828,19,Yes,24.23610413,67.14677708,Low_spent_Medium_value_payments,280.4864105,0
40,Musician,58063.48,4759.623333,8,9,24,5,Student Loan,39,21,17.93,8,Poor,4265.3,25.02766619,8,Yes,136.1584339,146.2996151,High_spent_Medium_value_payments,443.5042844,0
33,Manager,40924.81,3469.400833,3,5,4,3,Student Loan,0,2,8.68,0,Good,1204.84,36.84642166,27,No,68.38487777,81.65482241,High_spent_Medium_value_payments,446.9003832,1
31,Teacher,8107.295,809.6079167,8,8,16,6,Auto Loan,22,19,26.6,8,Poor,3838.2,37.29247725,4,Yes,24.35039283,65.63395651,Low_spent_Small_value_payments,280.9764423,0
16,Developer,33515.8,2628.983333,8,9,30,6,Student Loan,59,17,6.6,11,Poor,1883.15,29.72911172,15,NM,91.66449551,355.2826395,!@9#%8,105.9511983,0
35,Architect,20344.02,1950.335,3,3,33,2,Mortgage Loan,6,19,13.29,10,Standard,1391.92,34.86360605,17,Yes,19.01810842,53.67129497,Low_spent_Medium_value_payments,402.3440966,0
18,Manager,17896.2,1597.35,4,5,16,1,Mortgage Loan,11,15,8.74,1,Standard,1263.91,29.0872278,22,Yes,10.57835908,200.4655364,Low_spent_Small_value_payments,238.6911045,0
17,Doctor,8628.61,530.0508333,9,5,18,4,Mortgage Loan,50,15,8.3,7,Poor,1559.93,34.52965959,14,Yes,27.04224652,65.7562632,Low_spent_Small_value_payments,250.2065736,0
39,Journalist,14927759,1550.7825,4,6,20,5,Student Loan,14,14,15.57,10,Poor,2537.45,39.56952599,17,NM,54.03211206,65.37152775,Low_spent_Small_value_payments,325.6746102,0
38,Accountant,23026.48,1789.873333,6,6,7,4,Auto Loan,5,19,9.66,0,Good,328.81,24.66222848,38,NM,68.50246987,90.14862681,Low_spent_Small_value_payments,310.3362367,1
38,Architect,127206.66,10631.555,1,7,10,1,Personal Loan,6,-2,3.44,3,Good,61.05,26.50118137,22,No,57.74193102,849.1011555,Low_spent_Medium_value_payments,436.3124134,1
18,Journalist,146724.36,12276.03,1,4,3,1,Personal Loan,-2,4,2.61,4,Good,1319.64,33.38822234,27,No,94.2131512,399.1024381,Low_spent_Medium_value_payments,1014.287411,1
54,Mechanic,34963.82,3195.651667,6,5,10,4,Debt Consolidation Loan,25,14,9.56,0,Standard,879.49,28.51986012,22,Yes,108.7960829,224.6034344,!@9#%8,256.1656493,0
53,Teacher,120404.72,10145.72667,3,6,11,3,Credit-Builder Loan,1,2,4.53,2,Poor,1318.6,30.40216441,19,No,228.8485105,70.24109555,High_spent_Large_value_payments,955.4830606,0
31,_______,107449.74,9022.145,7,5,8,4,Student Loan,19,17,17.03,6,Standard,1218.49,33.09461092,35,Yes,358.0405652,661.9310461,Low_spent_Medium_value_payments,162.2428887,0
41,_______,21120.835,1790.069583,3,5,2,3,Student Loan,15,-1,11.73,1,Good,655.39,35.72582356,25,No,31518,84.08280565,High_spent_Small_value_payments,319.9054209,1
41,Architect,89705.92,7678.493333,6,4,16,4,Mortgage Loan,16,10,8.34,4,Standard,434.95,41.09333545,33,No,269.3675385,162.3559866,High_spent_Large_value_payments,576.1258083,0
,Scientist,17805.21,1600.7675,3,,8,5,Mortgage Loan,10,14,17.62,5,Poor,1879.94,27.5316686,25,Yes,57.75393199,137.3328365,Low_spent_Small_value_payments,254.9899815,0
45,Lawyer,13139.855,1015.987917,5,5,15,1,Debt Consolidation Loan,8,12,8.54,3,Poor,361.58,31.9303018,26,NM,7.183338098,49.95951732,Low_spent_Small_value_payments,334.4559362,0
26,Teacher,18138374,1760.311667,4,7,9,5,Mortgage Loan,19,14,11.47,7,Standard,346.91,38.27969523,14,Yes,69.49404802,90.48980692,Low_spent_Small_value_payments,306.0473117,0
51,Scientist,73562.46,5888.205,5,3,15,2,Credit-Builder Loan,8,19,16.6,1,Standard,217.92,34.57377694,36,Yes,100.6502509,103.8322617,High_spent_Medium_value_payments,634.3379874,0
37,Architect,41131.36,3589.613333,4,6,1,4,Credit-Builder Loan,6,8,6.75,4,Good,499.67,29.11067322,23,No,105.0551975,100.1793826,High_spent_Medium_value_payments,403.7267532,1
35,Mechanic,20503.21,1430.600833,8,9,21,9,Auto Loan,39,15,9.24,11,Poor,4735.55,38.94824933,13,Yes,125.2782237,123.886143,Low_spent_Large_value_payments,163.8957167,0
26,Media_Manager,21873.68,2051.806667,4,1,3,4,Mortgage Loan,7,10,7.65,0,Good,303.42,34.68040117,18,No,54.34360941,109.0314832,Low_spent_Medium_value_payments,321.805574,1
48,Scientist,10682.245,689.1870833,7,6,6,4,Mortgage Loan,18,20,8.22,0,Standard,1269.6,34.61182444,27,No,17.93363425,58.07975034,!@9#%8,272.9053237,0
31,Doctor,34217.66,2794.471667,4,3,,1,Personal Loan,10,6,5.39,2,Good,459.1,36.39894075,25,No,15.08141104,22.64486911,High_spent_Large_value_payments,481.7208865,1
16,Journalist,16886.79,1137.2325,8,6,32,9,Mortgage Loan,25,25,2.75,8,Poor,2039.51,31.52303236,22,Yes,68.84958846,106.5746872,Low_spent_Small_value_payments,228.2989744,0
26,Doctor,62313.54,5120.795,7,3,18,4,Student Loan,27,11,12.82,6,Standard,817.64,28.19920557,10,Yes,196.6796424,121.1678633,Low_spent_Large_value_payments,464.2319943,0
29,Lawyer,147378.96,12131.58,1,4,11,2,Home Equity Loan,0,7,8.12,0,Poor,1180.37,43.88761196,20,No,57828,258.6098393,High_spent_Small_value_payments,1084.555611,0
32,Journalist,60371.84,5006.986667,7,9,21,8,Student Loan,52,23,27.97,9,Poor,4106.36,39.72155529,9,Yes,393.0398937,118.0791567,High_spent_Large_value_payments,229.5796162,0
38,Musician,12821.555,932.4629167,4,7,16,4,Auto Loan,27,19,9.71,7,Standard,1295.41,31.51709662,21,Yes,22.64408433,22.00059836,High_spent_Large_value_payments,288.601609,0
52,Journalist,89607.24,7256.27,0,5,12,10,Student Loan,13,4,3.54,3,Good,715.19,39.59200534,36,No,147.8470095,248.0586386,!@9#%8,609.7213519,1
36,Developer,57293.49,4610.4575,8,7,34,7,Student Loan,38,16,10.83,8,Poor,1970.44,30.78167,10,Yes,309.6118553,203.9256038,High_spent_Small_value_payments,207.5082909,0
31,_______,117355.48,9757.623333,4,7,2,1,Credit-Builder Loan,8,1,0.72,3,Good,1484.67,36.21090282,27,No,67.67342475,73.75419877,High_spent_Large_value_payments,1074.33471,1
27,Writer,68561.31,5594.4425,6,5,12,2,Mortgage Loan,30,14,10.72,8,Standard,93.67,27.3455573,30,Yes,58.02127367,74.38303829,High_spent_Large_value_payments,667.039938,0
15,Scientist,35412.02,2715.001667,5,3,19,6,Mortgage Loan,22,20,11.01,8,Standard,495.51,33.60312555,20,Yes,130.7251904,113.636608,Low_spent_Small_value_payments,317.1383682,0
30,Scientist,16162.13,1208.844167,8,5,22,6,Auto Loan,15,15,20.07,,Poor,4449.15,31.43595271,17,NM,77.05169811,125.1574963,Low_spent_Medium_value_payments,198.6752223,0
36,Writer,32152.97,2602.414167,4,3,6,2,Mortgage Loan,11,15,13.06,6,Standard,612.91,35.04543436,13,NM,33.40830422,323.3548654,!@9#%8,193.4782471,0
24,Writer,12833.68,1300.473333,3,4,6,4,Student Loan,29,20,9.1,2,Good,100.3,32.40362298,24,No,35.74976923,41.92624166,High_spent_Small_value_payments,312.3713224,1
17,Entrepreneur,64324.36,5421.363333,10,7,19,7,Mortgage Loan,60,15,6.94,9,Poor,2633.79,25.75331049,13,Yes,202.9685114,184.2861265,High_spent_Small_value_payments,414.8816954,0
41,Developer,29778.94,2448.578333,1,7,3,4,Auto Loan,2,3,9.45,4,Good,1186.98,34.96272331,21,No,82.65711212,271.9569278,Low_spent_Small_value_payments,180.2437934,1
27,Mechanic,58508.76,4722.73,6,5,17,4,Mortgage Loan,25,17,18.72,6,Standard,1048.25,34.24954533,18,Yes,164.1990219,228.3835321,High_spent_Small_value_payments,339.6904459,0
44,Lawyer,20272.23,1776.3525,4,3,12,1,Payday Loan,1,5,4.83,2,Good,828.97,36.60757669,28,No,11.48015041,58.3357353,High_spent_Small_value_payments,367.8193643,1
44,Lawyer,3818546,2854.396667,5,4,10,2,Home Equity Loan,17,18,9.12,4,Standard,1151.35,30.54843824,17,Yes,33.47799631,158.2515785,Low_spent_Small_value_payments,383.7100919,0
30,Manager,19995.55,1695.295833,6,6,29,5,Student Loan,22,21,19.26,11,Standard,1358.9,24.80676355,13,Yes,63.38997607,70.37846179,High_spent_Medium_value_payments,285.7611455,0
40,_______,31775.41,2787.950833,4,6,16,2,Personal Loan,12,17,1.04,3,Poor,146.92,28.01909517,16,No,29.83944924,89.00109292,Low_spent_Medium_value_payments,439.9545412,0
51,Architect,133236.36,11042.03,3,3,1,3,Student Loan,7,9,9.7,0,Good,826.77,25.07974625,36,No,251.0225204,10000,Low_spent_Small_value_payments,40.43063442,1
19,Mechanic,81338.16,6642.18,10,9,33,8,Mortgage Loan,60,15,23.26,12,Poor,4455.19,26.72254905,13,Yes,356.7665325,137.6386168,High_spent_Large_value_payments,409.8128507,0
44,Musician,36637.1,3069.091667,7,6,15,2,Mortgage Loan,18,22,11.39,2,Poor,68.98,24.87404058,31,No,50.96763021,53.6934715,High_spent_Large_value_payments,442.2480649,0
20,Teacher,19491.84,1858.32,6,4,17,1,Student Loan,24,15,7.63,7,Standard,1158.75,26.58488627,32,NM,12.53361318,66.7794807,Low_spent_Medium_value_payments,386.5189061,0
19,Doctor,17227.16,1398.596667,8,6,22,6,Mortgage Loan,48,15,7.52,11,Poor,2086.83,38.6091104,10,Yes,69.89030851,182.9389679,!@9#%8,177.0303903,0
30,Architect,17738.305,1419.192083,7,4,13,1,Personal Loan,18,11,12.9,6,Standard,661.03,40.18993629,25,Yes,11.73773833,71.89143138,High_spent_Small_value_payments,318.2900386,0
37,Developer,54315.46,4473.288333,8,4,5,4,Auto Loan,29,17,12.39,5,Poor,286.69,27.71676218,28,NM,109.0753456,246.6777064,High_spent_Small_value_payments,351.5757813,0
30,_______,68130.21,5903.5175,7,5,19,2,Personal Loan,24,18,14,5,Poor,1069.66,24.35366252,16,Yes,58.25312159,334.2942264,Low_spent_Large_value_payments,467.804402,0
33,Architect,78399.12,6568.26,8,9,29,6,Mortgage Loan,57,15,15.27,12,Poor,1618.99,23.88105531,21,Yes,237.2892497,10000,High_spent_Medium_value_payments,479.1814891,0
43,Mechanic,57030.99,4986.5825,7,3,15,2,Home Equity Loan,13,15,9.88,6,Poor,2522.86,40.55185036,16,Yes,69.85828956,329.60156,Low_spent_Medium_value_payments,379.1984005,0
39,Architect,119047.52,9924.626667,8,7,8,3,Mortgage Loan,9,9,7.22,2,Poor,897.72,35.67791983,30,Yes,199.6579354,189.5807386,High_spent_Medium_value_payments,853.2239927,0
51,Scientist,125883.99,10508.3325,4,6,7,4,Credit-Builder Loan,14,0,7.14,3,Good,575.48,33.92536227,32,NM,299.9074888,675.505035,Low_spent_Large_value_payments,345.4207262,1
29,Developer,50787.69,4209.3075,6,7,18,9,Mortgage Loan,44,18,23.44,10,Poor,3261.13,32.65197216,10,Yes,314.22053,65.98980934,High_spent_Medium_value_payments,290.7204107,0
24,Journalist,82135.84,6699.653333,10,10,29,6,Debt Consolidation Loan,50,23,21.89,11,Poor,4606.81,32.06780762,4,Yes,214.8366986,423.6997964,!@9#%8,311.4288383,0
51,Developer,29368.56,2483.38,5,4,3,2,Auto Loan,16,13,6.92,4,Good,169.07,24.26293822,25,No,39.97962277,63.59793379,High_spent_Large_value_payments,384.7604434,1
30,Mechanic,130393.96,10618.16333,4,6,9,1,Mortgage Loan,11,15,7.39,1,Standard,719.76,32.65291798,24,NM,72.34575053,223.5771197,High_spent_Large_value_payments,1005.893463,0
43,Mechanic,15302.74,1408.228333,10,10,24,5,Auto Loan,27,19,22.23,6,Poor,4620.45,34.95325958,20,Yes,62.48154697,46.55386302,Low_spent_Medium_value_payments,311.7874234,0
43,Mechanic,131573.6,11159.46667,3,5,7,4,Auto Loan,21,14,4.91,3,Standard,1384.27,24.52235574,33,Yes,399.7501825,373.7672252,High_spent_Medium_value_payments,592.429259,0
44,Developer,10381.565,1024.130417,8,3,7,4,Mortgage Loan,9,12,10.53,3,Standard,728.73,37.89708749,33,NM,22.41371975,68.95282542,Low_spent_Small_value_payments,301.0464965,0
41,Entrepreneur,131199.12,11146.26,1,7,11,1,Mortgage Loan,8,11,8.02,2,Poor,1006.45,26.38555021,26,No,106.3411905,1095.704596,Low_spent_Medium_value_payments,192.5802135,0
40,Mechanic,16997.715,1201.47625,2,2,7,2,Personal Loan,3,9,0.73,1,Good,1204.59,29.54154143,29,No,26.56462545,142.0532113,Low_spent_Small_value_payments,241.5297883,1
30,Doctor,22434.16,2166.513333,7,7,8,3,Mortgage Loan,25,19,18.67,7,Standard,273.11,38.99259899,23,Yes,30.06803815,105.4958599,High_spent_Small_value_payments,341.0874353,0
39,Manager,53869.44,4359.12,9,9,24,9,Mortgage Loan,25,16,22.05,11,Poor,4404.08,34.39904342,12,Yes,253.2125633,335.2905796,Low_spent_Medium_value_payments,127.4088571,0
15,Accountant,8741.32,450.4433333,6,10,28,5,Mortgage Loan,51,24,15.77,12,Poor,3791.25,25.69148803,11,Yes,23.50629756,39.97927106,Low_spent_Medium_value_payments,261.5587647,0
21,Architect,9336.935,887.0779167,,6,,7,Student Loan,37,26,15.72,10,Poor,3572.04,28.8808224,13,Yes,40.17751406,30.11339953,High_spent_Small_value_payments,278.4168781,0
45,Teacher,56135.76,4974.98,3,6,20,2,Debt Consolidation Loan,5,18,4.4,4,Standard,366.46,25.22422712,19,No,78.06849718,570.6842105,Low_spent_Small_value_payments,138.7452923,0
36,Lawyer,19749.04,1544.753333,7,7,17,8,Mortgage Loan,42,25,8.96,7,Poor,3655.44,30.24459074,8,Yes,128.3315287,85.86347074,Low_spent_Large_value_payments,210.2803339,0
27,Mechanic,37889.06,3034.421667,9,7,15,5,Mortgage Loan,34,23,16.72,9,Poor,2063,29.97003408,25,Yes,94.78799565,246.7325945,Low_spent_Large_value_payments,231.9215765,0
26,Doctor,80673.3,6822.775,7,4,7,4,Auto Loan,16,10,13.17,4,Poor,326.98,39.15161205,11,Yes,176.2789099,289.6493932,High_spent_Small_value_payments,476.3491969,0
16,Lawyer,15039.8,1458.316667,6,7,13,6,Student Loan,9,20,12.56,7,Standard,1641.56,38.86568466,9,NM,44.38166983,119.8237693,Low_spent_Medium_value_payments,261.6262276,0
23,Teacher,16311.665,1184.305417,5,6,6,4,Mortgage Loan,10,11,8.9,3,Standard,598.76,24.10338839,19,NM,35.26657981,80.8227263,Low_spent_Small_value_payments,292.3412356,0
32,Accountant,41905.36,3299.113333,10,10,20,3,Auto Loan,50,20,19.24,8,Poor,1525.87,25.53706919,20,Yes,60.20972308,42.53652698,!@9#%8,477.1650833,0
28,Engineer,77142.69,6617.5575,3,5,6,6,Auto Loan,14,14,18.21,6,Standard,523.92,37.35476533,17,Yes,196.8139814,49.76419892,High_spent_Large_value_payments,655.1775697,0
43,Developer,7388.705,441.7254167,3,6,30,7,Student Loan,21,19,10.32,8,Standard,1911.25,29.84128736,7,Yes,35.27263426,17.30791587,Low_spent_Small_value_payments,281.5919915,0
38,Manager,20818.74,1762.895,8,5,15,3,Mortgage Loan,22,13,17.18,6,Poor,1821.25,30.13625622,17,Yes,44.88416188,10000,Low_spent_Medium_value_payments,235.483212,0
33,Media_Manager,14629.52,1309.126667,1,4,4,1,Debt Consolidation Loan,9,6,5.69,3,Good,493.52,38.94792616,28,No,10.15954776,33.27378596,High_spent_Large_value_payments,327.4793329,1
29,Accountant,44667.5,3545.291667,5,6,18,4,Mortgage Loan,10,8,19.79,8,Standard,1148.67,38.18582855,25,Yes,148.4525443,131.8122406,High_spent_Medium_value_payments,324.2643817,0
54,Writer,32495.66,2594.971667,3,7,18,1,Personal Loan,10,18,10.39,1,Standard,1099.57,38.21494221,19,NM,23.96570416,310.8234922,Low_spent_Small_value_payments,214.7079703,0
48,Lawyer,73180.2,6146.35,4,,20,1,Debt Consolidation Loan,27,10,9.98,3,Standard,59.55,40.49043766,32,No,38.52937704,364.7432693,Low_spent_Medium_value_payments,491.3623537,0
38,Accountant,31530.76,2676.563333,1,3,1,4,Mortgage Loan,2,12,2.54,2,Good,702.89,27.6375318,33,No,74.25363171,214.0798247,Low_spent_Medium_value_payments,259.3228769,1
32,Writer,28703.71,2625.975833,6,3,8,2,Student Loan,21,16,12.83,4,Poor,899.47,40.2350327,28,NM,44608,131.7869318,!@9#%8,382.9681367,0
37,_______,55444.56,4815.38,10,,17,6,Mortgage Loan,36,18,8.73,12,Poor,1310.68,39.70126259,18,Yes,171.9082677,144.054729,High_spent_Medium_value_payments,415.5750032,0
33,Accountant,19810.745,1506.895417,1,4,11,3,Auto Loan,1,10,2.47,0,Poor,227.12,30.62093394,29,No,40.60045754,177.4211387,Low_spent_Small_value_payments,222.6679454,0
23,Writer,77253.54,6301.795,2,7,12,2,Mortgage Loan,13,5,4.28,4,Good,565.23,32.51683038,25,No,85.98323033,10000,Low_spent_Small_value_payments,299.5909516,1
44,Engineer,41541.8,3199.816667,3,4,12,4,Mortgage Loan,13,10,11.49,2,Good,1052.87,23.42230615,15,No,87.35179471,59.07271598,High_spent_Medium_value_payments,423.557156,1
37,Scientist,28518.76,2290.563333,6,10,15,5,Mortgage Loan,30,24,19.97,6,Poor,4289.78,31.18583728,17,NM,88.12057456,10000,High_spent_Medium_value_payments,341.6526814,0
43,Musician,59039.52,4840.96,5,6,12,3,Mortgage Loan,21,,7.06,0,Good,1136.34,32.53832544,31,No,130.5134987,127.5466422,High_spent_Medium_value_payments,476.035859,1
28,Developer,57107.12,4462.926667,8,5,30,3,Mortgage Loan,18,12,9.71,12,Standard,1870.02,29.83108536,24,Yes,136.0402893,111.8655495,High_spent_Large_value_payments,438.3868279,0
30,_______,117801.12,9988.76,5,4,6,6,Auto Loan,9,13,11.4,4,Standard,1280.57,27.23757339,23,Yes,326.2066811,381.965499,High_spent_Medium_value_payments,540.7038199,0
25,Mechanic,30196.64,2590.386667,7,5,23,3,Student Loan,19,19,2.36,7,Poor,2161.86,26.21632697,10,Yes,61.80919228,56.20925735,High_spent_Medium_value_payments,391.020217,0
25,Engineer,171379.8,14351.65,1,5,5,3,Student Loan,8,4,13.08,3,Good,542.56,30.66692468,31,NM,296.3755716,524.1575262,High_spent_Medium_value_payments,864.6319021,1
55,Developer,77019.08,6138.256667,3,,10,3,Personal Loan,-2,3,1.42,0,Good,1316.96,26.80948523,26,No,168.6095849,70.77165328,High_spent_Large_value_payments,614.4444285,0
40,Architect,67712.26,5480.688333,5,2,11,1,Credit-Builder Loan,10,9,7.35,1,Good,625.53,38.81487904,15,No,30.70522605,67.87816743,High_spent_Large_value_payments,689.4854399,1
21,Writer,9760.495,1111.374583,7,6,29,6,Auto Loan,16,25,13.02,6,Poor,1291.36,37.11493308,14,Yes,47.85242619,35.88324331,Low_spent_Medium_value_payments,307.4017888,0
23,Lawyer,54815.73,4866.9775,8,8,20,5,Mortgage Loan,48,10,7.13,9,Standard,1441.79,35.18675897,17,Yes,117.5742564,241.0932493,Low_spent_Small_value_payments,418.0302444,0
37,Media_Manager,35701.42,2752.118333,7,4,11,1,Payday Loan,9,7,7.69,1,Standard,1462.79,37.55824938,32,Yes,18.43133666,204.0802234,Low_spent_Large_value_payments,322.7002733,0
44,Entrepreneur,79178.76,6302.23,5,5,20,2,Student Loan,11,9,15.01,4,Standard,949.13,38.18654229,22,Yes,78.83461508,418.8205678,High_spent_Small_value_payments,392.5678171,0
22,Lawyer,88326.72,7328.56,7,7,18,6,Auto Loan,19,8,11.2,8,Standard,1458.57,24.91701031,6,Yes,413.798854,478.5004701,High_spent_Small_value_payments,100.5566758,0
39,Accountant,19240.3,1869.358333,6,,9,3,Student Loan,15,11,14.88,8,Standard,738.33,27.06490717,22,Yes,42.96236227,120.1360625,Low_spent_Small_value_payments,313.8374086,0
38,Developer,35435.81,3052.984167,3,1,10,4,Mortgage Loan,9,12,4.5,1,Good,1457.03,37.18011337,28,No,101.9823236,161.649695,!@9#%8,331.666398,1
21,Media_Manager,55762.11,4583.8425,6,9,23,7,Credit-Builder Loan,55,16,3.24,6,Standard,2288.18,36.79444056,11,Yes,193.2266685,119.8616764,High_spent_Medium_value_payments,395.2959051,0
54,Developer,32910.92,2895.576667,,4,1,1,Credit-Builder Loan,7,9,4.55,3,Good,1028.67,26.48554264,32,NM,25.59089997,111.2455445,Low_spent_Large_value_payments,422.7212222,1
23,Teacher,39704.19,3295.6825,5,4,3,4,Mortgage Loan,3,11,8.28,2,Good,1421.92,25.96523756,27,No,124.262431,236.6573833,Low_spent_Large_value_payments,238.6484357,1
37,Media_Manager,62046.96,5103.58,6,6,20,2,Mortgage Loan,10,11,9.42,6,Poor,1289.69,29.58409217,19,Yes,94.57925252,486.5145658,Low_spent_Medium_value_payments,209.2641817,0
55,Mechanic,39327.92,3233.326667,1,6,11,1,Personal Loan,16,6,1.51,3,Good,127.29,31.44890359,30,No,19.80976191,298.4253376,Low_spent_Small_value_payments,295.0975672,0
38,Musician,14544.03,1314.0025,6,6,15,3,Auto Loan,27,9,8.58,4,Standard,2447.38,32.97068993,20,Yes,27.40979088,57.93099183,Low_spent_Medium_value_payments,326.0594673,0
52,Teacher,36564.35,3294.029167,4,,16,1,Mortgage Loan,20,16,2.19,3,Standard,108.46,31.47238583,23,No,15.45972301,165.0743789,High_spent_Small_value_payments,408.8688148,0
42,Manager,30617.5,2348.458333,8,6,20,6,Mortgage Loan,52,19,12.16,12,Standard,2058.93,27.42236474,13,Yes,108.9321986,108.7938058,Low_spent_Small_value_payments,307.1198289,0
19,Accountant,70674.6,5665.55,7,6,28,6,Credit-Builder Loan,8,21,12.67,6,Standard,2102.97,31.04537115,18,Yes,204.2296587,117.4051133,High_spent_Small_value_payments,504.9202279,0
53,Accountant,87017.92,7397.493333,2,4,5,2,Debt Consolidation Loan,0,9,11.5,1,Good,64.67,29.95735667,21,NM,107.8911468,242.7744736,High_spent_Medium_value_payments,639.0837129,1
39,Architect,58528.3,4661.358333,4,5,6,2,Mortgage Loan,7,14,18.13,1,Standard,1473.38,39.79049113,32,Yes,65.45196538,10000,High_spent_Large_value_payments,590.210557,0
18,Lawyer,16279.715,1647.642917,4,3,2,2,Student Loan,13,1,9.34,3,Good,501.96,28.10289572,29,No,26.79098728,52.98279214,High_spent_Medium_value_payments,334.9905122,1
35,Manager,132643.71,11028.6425,0,5,12,1,Debt Consolidation Loan,5,10,10.79,4,Good,1439.7,40.28897901,21,No,58.62784172,126.0537424,High_spent_Large_value_payments,1158.182666,1
37,Entrepreneur,89446.38,7278.865,4,5,4,3,Student Loan,11,4,11.76,3,Good,123.7,28.07358488,41,No,198.4713662,90.87374789,High_spent_Large_value_payments,678.5413859,1
32,Mechanic,19741.36,1543.113333,4,5,15,6,Student Loan,18,6,11.46,6,Standard,1250.19,30.70955053,11,Yes,87.43157794,64.92858967,Low_spent_Small_value_payments,291.9511657,0
39,Mechanic,32283.52,2840.293333,1,7,8,4,Mortgage Loan,7,8,1.17,1,Good,557.8,35.28948355,29,NM,60.40249583,93.47050948,High_spent_Medium_value_payments,380.156328,1
36,Musician,21863.8,1895.983333,7,3,14,2,Personal Loan,10,15,10.68,2,Poor,1377.13,25.53960095,30,Yes,26.05413693,215.1666886,!@9#%8,238.3775078,0
23,Doctor,41037.94,3129.828333,10,8,23,7,Mortgage Loan,50,23,4.62,6,Poor,1735.78,35.2392453,14,Yes,155.4082696,140.0296612,High_spent_Small_value_payments,277.5449025,0
15,Developer,77264.92,6189.743333,7,5,29,7,Mortgage Loan,51,23,19.84,6,Poor,4801.02,33.97311245,4,Yes,318.6724876,10000,Low_spent_Large_value_payments,20.05599458,0
31,Manager,28559.25,2185.9375,4,3,9,1,Personal Loan,6,16,1.64,0,Standard,559.35,36.76685485,28,No,15.04861726,75.26382178,High_spent_Medium_value_payments,378.281311,0
28,Doctor,30063.42,2509.285,10,9,27,4,Student Loan,52,10,16.65,10,Standard,2627.81,32.36497208,16,Yes,86.62870492,232.1070166,Low_spent_Small_value_payments,222.1927785,0
39,Musician,29367.88,2249.323333,4,6,6,2,Payday Loan,23,11,16.15,4,Poor,1392.93,33.54480798,26,Yes,24.64543754,200.6946724,Low_spent_Small_value_payments,289.5922234,0
17,Accountant,7596.06,919.005,6,6,17,4,Student Loan,26,21,16.19,6,Standard,1357.91,35.47086486,15,Yes,17.43660257,52.28613353,Low_spent_Medium_value_payments,302.1777639,0
44,Musician,88165.8,7271.15,4,4,4,1,Personal Loan,9,11,6.04,4,Good,326.6,35.12410982,27,NM,57.7073804,727.8654527,Low_spent_Medium_value_payments,221.5421668,1
44,Architect,41771.02,3293.918333,6,10,17,7,Mortgage Loan,35,20,24.16,11,Poor,3524.73,24.73592232,10,Yes,127.6176089,109.4424644,High_spent_Medium_value_payments,342.3317601,0
38,Lawyer,18221.965,1247.497083,3,7,17,3,Student Loan,15,11,8.25,0,Standard,1218.29,34.68169091,25,Yes,25.71529199,44.19534427,Low_spent_Medium_value_payments,334.8390721,0
51,Accountant,143351.28,12014.94,8,6,3,2,Auto Loan,15,15,8.3,0,Good,996.96,30.38181047,28,No,225.725571,698.9587539,Low_spent_Large_value_payments,546.8096751,1
28,Engineer,17723.52,1329.96,9,9,22,10,Mortgage Loan,22,15,29.48,9,Poor,2640.84,26.44119115,14,Yes,110.4385918,28.66821408,High_spent_Small_value_payments,253.8891941,0
29,Media_Manager,36309.76,3097.813333,7,,16,8,Auto Loan,59,18,8.74,10,Poor,1904.87,30.35128694,14,Yes,157.6600501,392.6154658,Low_spent_Small_value_payments,49.50581742,0
42,Entrepreneur,18170.075,1785.172917,3,2,5,3,Student Loan,3,7,2.16,4,Good,836.95,39.24603248,24,No,43.72846186,138.8785952,Low_spent_Large_value_payments,265.9102346,1
38,Manager,61141.24,5253.103333,6,8,26,8,Student Loan,30,15,19.99,9,Poor,2667.09,31.40119112,5,Yes,285.3807898,104.8450877,High_spent_Medium_value_payments,385.0844558,0
25,Doctor,10120.28,645.3566667,6,5,33,5,Auto Loan,20,17,9.97,9,Poor,1616.5,38.14834123,16,Yes,21.9038555,36.09583974,Low_spent_Small_value_payments,296.5359714,0
42,Teacher,51182.85,3983.2375,6,9,,7,Student Loan,15,24,17.43,6,Poor,4822.72,35.98933521,13,Yes,268.1975042,67.88011008,High_spent_Medium_value_payments,312.2461357,0
21,Manager,109472.91,9180.7425,3,5,7,3,Mortgage Loan,29,15,-2.07,2,Standard,1338.46,39.82957658,26,No,263.2062527,323.9538058,Low_spent_Medium_value_payments,610.9141915,0
